scenario_id,task_id,type,qc_id,yc_id,priority,pickup_x,pickup_y,delivery_x,delivery_y
2025-10-13T22:22:08.158647,0,import,1,1,1.2012683630497218,50.0,160.0,590.0,160.0
2025-10-13T22:22:08.158647,1,export,2,1,1.3579471211835201,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.158647,2,import,0,1,0.6763481447846028,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.158647,3,import,1,0,0.7723345587700516,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.158647,4,export,0,2,1.1367339138681558,590.0,280.0,50.0,40.0
2025-10-13T22:22:08.158647,5,import,2,1,1.0503769879324634,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.158647,6,import,1,0,0.9520007493805527,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.158647,7,import,2,2,0.8888450039535073,50.0,280.0,590.0,280.0
2025-10-13T22:22:08.158647,8,import,2,2,1.4947573782282166,50.0,280.0,590.0,280.0
2025-10-13T22:22:08.158647,9,export,1,0,1.4146463499665858,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.158647,10,import,1,0,0.9562236959450389,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.158647,11,export,2,0,1.3965338087766614,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.158647,12,export,2,0,1.4823197760360607,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.158647,13,export,2,0,1.0580867812222343,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.158647,14,import,0,1,1.4145490427186904,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.158808,0,export,0,1,0.9969648580080774,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.158808,1,import,1,1,1.069719646691966,50.0,160.0,590.0,160.0
2025-10-13T22:22:08.158808,2,export,1,1,1.1592126193333887,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.158808,3,import,0,0,0.8157295194764332,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.158808,4,export,1,1,0.9685155428372414,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.158808,5,import,0,1,0.5560734031565838,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.158808,6,export,0,1,1.0156569492712104,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.158808,7,export,2,1,1.2797045039185104,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.158808,8,import,2,2,1.3011944716601849,50.0,280.0,590.0,280.0
2025-10-13T22:22:08.158808,9,import,1,2,1.1060543770073803,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.158808,10,export,1,1,0.9419650512632755,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.158808,11,export,1,0,0.9211868398336541,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.158808,12,import,0,2,1.222785784820292,50.0,40.0,590.0,280.0
2025-10-13T22:22:08.158900,0,export,1,2,0.5467374590719434,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.158900,1,export,1,1,1.3116856374173373,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.158900,2,import,0,2,1.4013481605369211,50.0,40.0,590.0,280.0
2025-10-13T22:22:08.158900,3,export,2,1,0.7024933541938665,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.158900,4,export,2,1,1.420775276073657,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.158900,5,import,1,0,1.046257096175871,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.158900,6,export,2,1,1.496459812566834,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.158900,7,import,0,0,0.8837911669202783,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.158900,8,import,0,1,0.7545308139644302,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.158900,9,import,1,0,1.4907834803092073,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.158900,10,import,2,2,0.5897434819273916,50.0,280.0,590.0,280.0
2025-10-13T22:22:08.158900,11,import,0,1,1.352684149356742,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.158900,12,import,0,0,1.0523701943951047,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.158900,13,export,0,0,1.1986777948232459,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.158900,14,import,2,1,1.4805364776133039,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.158900,15,export,1,2,0.8186031191779067,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.158900,16,export,1,2,0.7866456322597806,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.158900,17,import,0,1,1.172181607724302,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.158900,18,export,1,0,1.4177882405241435,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.158900,19,import,0,1,0.5403122868946106,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.158900,20,export,2,0,0.5419502770205615,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.158900,21,export,1,1,0.9235148264980702,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.158900,22,import,2,1,1.258929686118269,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.158900,23,import,0,0,0.740825879073598,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.158900,24,import,2,1,1.0981967263369818,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.158900,25,export,0,0,0.6868509849149785,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.158900,26,import,0,0,0.5265865598776847,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.159065,0,export,2,1,1.1707999460657188,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.159065,1,import,1,1,1.301396144798264,50.0,160.0,590.0,160.0
2025-10-13T22:22:08.159065,2,import,1,2,1.499851574834375,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159065,3,import,1,1,1.3063402134265547,50.0,160.0,590.0,160.0
2025-10-13T22:22:08.159065,4,export,0,1,1.3283804538746784,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159065,5,import,2,1,0.9597676041755813,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.159065,6,export,2,0,1.3432918178361297,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.159065,7,export,0,1,0.5538628415480187,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159065,8,import,1,1,1.413243237854326,50.0,160.0,590.0,160.0
2025-10-13T22:22:08.159065,9,import,0,1,1.0931667216991319,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.159065,10,export,2,0,0.5939845388214373,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.159142,0,export,1,0,0.889579173934777,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.159142,1,import,0,0,0.9838527012082888,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.159142,2,import,2,0,1.4045108541931175,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159142,3,export,2,2,1.451430485544213,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159142,4,export,0,0,1.3743736458952505,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.159142,5,export,2,0,1.422291619585581,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.159142,6,export,2,0,0.6024068041232774,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.159142,7,export,1,1,1.4247767690243704,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.159142,8,import,0,1,1.4485960574570629,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.159142,9,import,2,1,0.9922993903132576,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.159142,10,import,2,1,1.2458116222189348,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.159142,11,import,1,0,0.8411077109937162,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.159142,12,import,1,2,1.0357116359803933,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159142,13,export,0,1,1.3198140214320961,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159142,14,import,0,2,1.3308107101369058,50.0,40.0,590.0,280.0
2025-10-13T22:22:08.159142,15,import,2,1,0.5886211973309631,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.159142,16,export,0,2,0.9397533206537253,590.0,280.0,50.0,40.0
2025-10-13T22:22:08.159142,17,import,0,1,1.2651482366497215,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.159142,18,export,0,0,0.6545369568491576,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.159142,19,export,1,0,1.1866912043145037,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.159142,20,import,1,1,1.0610248977989256,50.0,160.0,590.0,160.0
2025-10-13T22:22:08.159142,21,export,1,0,1.3672064219750395,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.159142,22,export,2,0,0.7042446129888801,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.159142,23,export,0,2,1.382736397647304,590.0,280.0,50.0,40.0
2025-10-13T22:22:08.159142,24,export,2,2,0.8519770131170399,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159294,0,export,2,1,0.938991995073726,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.159294,1,export,2,0,1.0925755602604,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.159294,2,export,0,1,1.0270287614328866,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159294,3,export,2,0,0.8762585579854949,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.159294,4,export,1,2,1.2216736710177147,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.159294,5,export,0,2,1.364512794820293,590.0,280.0,50.0,40.0
2025-10-13T22:22:08.159294,6,import,1,2,1.2259012446226218,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159294,7,import,1,2,0.8640987217106728,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159294,8,import,2,0,0.5286496960449845,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159294,9,export,1,2,1.3899508637885514,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.159294,10,import,2,0,1.3179171579939712,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159368,0,export,0,1,1.2291878163412404,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159368,1,import,2,0,0.8438779148060204,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159368,2,export,2,1,0.8507609706452288,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.159368,3,export,2,2,1.2974104367948731,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159368,4,export,0,0,1.1691842424402195,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.159368,5,import,1,2,1.0378570196134271,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159368,6,import,0,0,1.4147685612336838,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.159368,7,import,2,1,1.0052690157090929,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.159368,8,export,2,1,0.8354286243306768,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.159368,9,import,2,2,1.1908115364773133,50.0,280.0,590.0,280.0
2025-10-13T22:22:08.159368,10,import,2,1,1.4644160835586688,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.159368,11,export,2,2,1.1071523158989183,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159368,12,export,0,0,0.6683481954105918,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.159368,13,export,2,2,0.6242477868979857,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159368,14,export,1,1,0.5050291428426775,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.159368,15,import,2,2,1.191483532617541,50.0,280.0,590.0,280.0
2025-10-13T22:22:08.159368,16,export,0,1,0.5764659242778928,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159368,17,export,0,1,1.3419886140708872,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159368,18,import,1,2,1.4586957435050327,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159368,19,import,0,0,1.2813322948051984,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.159518,0,import,2,0,0.6282773935358613,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159518,1,export,1,1,0.6000932464410613,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.159518,2,import,0,0,1.337355857311141,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.159518,3,export,0,0,1.4824087322191577,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.159518,4,export,2,1,1.151021851890925,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.159518,5,export,1,1,0.9440547967776738,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.159518,6,import,2,0,1.4690519570635991,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159518,7,import,0,1,0.6986530314875565,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.159518,8,import,2,0,1.1680133269285977,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159518,9,export,2,2,0.7860706073355482,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159518,10,export,1,1,1.255053069472572,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.159518,11,export,2,1,0.6551089089273914,590.0,160.0,50.0,280.0
2025-10-13T22:22:08.159518,12,export,0,1,1.3627095100368352,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159518,13,export,1,1,0.6826044417101345,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.159518,14,import,2,0,1.3163235185151998,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159518,15,import,0,1,1.4740488491729353,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.159518,16,export,0,0,1.1268644670222026,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.159518,17,import,1,0,1.4222648970338634,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.159518,18,export,1,2,0.6975503439840053,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.159638,0,import,0,0,1.3336481733349,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.159638,1,import,1,2,1.3808420448202354,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159638,2,export,0,0,1.1273821939181063,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.159638,3,export,1,1,1.448747237508476,590.0,160.0,50.0,160.0
2025-10-13T22:22:08.159638,4,import,2,1,1.3179360544621663,50.0,280.0,590.0,160.0
2025-10-13T22:22:08.159638,5,import,1,2,1.435302439226639,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159638,6,export,1,2,0.6729618765320137,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.159638,7,import,2,2,0.84110688688515,50.0,280.0,590.0,280.0
2025-10-13T22:22:08.159638,8,export,0,2,0.6310977704888502,590.0,280.0,50.0,40.0
2025-10-13T22:22:08.159638,9,import,2,0,1.3763795078220038,50.0,280.0,590.0,40.0
2025-10-13T22:22:08.159638,10,export,1,0,0.5983301631679758,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.159638,11,import,0,2,0.8605838465996055,50.0,40.0,590.0,280.0
2025-10-13T22:22:08.159638,12,export,1,0,1.4231157954580818,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.159638,13,import,0,0,1.4658907242576178,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.159638,14,import,0,2,0.8058579772008047,50.0,40.0,590.0,280.0
2025-10-13T22:22:08.159638,15,import,1,0,1.1757309313476494,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.159638,16,import,1,1,1.4370756710243704,50.0,160.0,590.0,160.0
2025-10-13T22:22:08.159638,17,export,1,2,0.7427267515096925,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.159638,18,import,1,0,0.7236539174456141,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.159638,19,export,2,2,0.7272023045088153,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159638,20,export,0,0,1.1958819501779137,590.0,40.0,50.0,40.0
2025-10-13T22:22:08.159638,21,import,1,0,1.403232924044382,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.159638,22,import,0,2,0.7280815643428913,50.0,40.0,590.0,280.0
2025-10-13T22:22:08.159777,0,import,1,2,0.8072216133656104,50.0,160.0,590.0,280.0
2025-10-13T22:22:08.159777,1,import,0,1,1.1319132767867615,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.159777,2,export,2,2,0.5533242075343826,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159777,3,export,1,0,0.7834961767968784,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.159777,4,export,0,1,1.096465108329749,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159777,5,export,0,1,0.5451781271298273,590.0,160.0,50.0,40.0
2025-10-13T22:22:08.159777,6,import,0,1,0.8141556308406859,50.0,40.0,590.0,160.0
2025-10-13T22:22:08.159777,7,import,1,0,0.9489002654127429,50.0,160.0,590.0,40.0
2025-10-13T22:22:08.159777,8,export,2,2,0.6708384333316415,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159777,9,export,0,2,1.396747355170281,590.0,280.0,50.0,40.0
2025-10-13T22:22:08.159777,10,export,2,2,1.3299847874102082,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159777,11,import,0,0,0.5395248127433158,50.0,40.0,590.0,40.0
2025-10-13T22:22:08.159777,12,export,2,0,0.5666793336916455,590.0,40.0,50.0,280.0
2025-10-13T22:22:08.159777,13,export,2,2,0.8994276938849485,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159871,0,export,1,2,0.5048696691437576,590.0,280.0,50.0,160.0
2025-10-13T22:22:08.159871,1,export,1,0,0.7831368259156731,590.0,40.0,50.0,160.0
2025-10-13T22:22:08.159871,2,export,2,2,0.9204966240788859,590.0,280.0,50.0,280.0
2025-10-13T22:22:08.159871,3,import,1,1,1.1211304494037309,50.0,160.0,590.0,160.0
